CustomerID,Customer_bounced_first_EMI,No_times_bounced_12_months,No_times_bounced_while_repaying_loan,EMI,Loan_Amount,Tenure,No_advance_EMI_paid,Interest_rate,Customer_age_when_taken_loan,No_loans,No_unsecured_loans,Maximum_amount_sanctioned_for_any_Two_wheeler_loan,No_times_30_days_past_due_in_last_6_months,Target,Product_code_Two_wheeler_MO,Product_code_Two_wheeler_SC,Product_code_Two_wheeler_TL,Gender_MALE,Employment_type_PENS,Employment_type_SELF,Employment_type_STUDENT,Resident_type_customer_RENT
57259,0,0,1.0,2975.0,35900.0,14.0,0.0,13.72,27.0,0,0,41840.274522569445,0,0,0,0,1,1,0,0,0,0
82128,0,1,1.0,3372.0,38900.0,12.0,0.0,3.99,23.0,1,0,38900.0,0,0,0,0,0,1,0,0,0,0
113320,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,42900.0,0,0,0,0,0,1,0,1,0,0
79619,0,0,0.0,2358.0,37900.0,18.0,0.0,7.99,29.0,1,0,37900.0,0,0,0,0,0,1,0,1,0,0
38955,0,6,6.0,2413.0,32900.0,15.0,3.0,7.99,24.0,0,0,41840.274522569445,0,0,0,0,0,1,0,1,0,0
5703,0,1,2.0,2518.0,47658.0,24.0,0.0,13.4,43.0,2,0,47658.0,0,0,0,0,0,1,0,1,0,0
14292,0,1,1.0,2165.0,41900.0,24.0,0.0,12.0,53.0,1,0,41900.0,0,0,0,1,0,1,0,0,0,0
50364,0,1,1.0,3426.0,35900.0,12.0,1.0,14.5,37.0,46,0,35900.0,4,0,1,0,0,1,0,1,0,0
96825,1,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,2,0,30000.0,0,0,0,0,0,1,0,1,0,0
33441,0,0,0.0,2391.0,45900.0,24.0,0.0,12.5,44.0,3,0,45900.0,0,0,0,1,0,1,0,0,0,0
87643,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,2,1,50900.0,0,0,0,0,0,1,0,1,0,0
13131,0,0,0.0,1925.0,42000.0,24.0,4.0,4.99,23.0,1,0,42000.0,0,0,0,0,0,1,0,1,0,0
35635,0,1,2.0,3207.0,52240.0,18.0,1.0,6.99,45.0,2,1,52240.0,0,0,0,1,0,0,0,1,0,0
83326,0,0,0.0,2289.0,24200.0,12.0,0.0,13.49,30.0,0,0,41840.274522569445,0,0,0,0,1,1,0,1,0,0
60268,0,1,1.0,1750.0,27034.0,18.0,0.0,11.0,55.0,2,0,27034.0,0,0,1,0,0,1,0,0,0,0
99397,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,40900.0,0,0,0,0,0,1,0,1,0,0
33026,0,0,0.0,2284.0,51213.0,30.0,0.0,13.5,57.0,1,0,51213.0,0,0,0,0,0,1,0,1,0,0
75923,0,1,1.0,3061.0,45900.0,18.0,0.0,13.35,29.0,1,0,45900.0,0,0,0,0,0,1,0,1,0,0
97240,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,6,4,59900.0,0,0,0,0,0,1,0,1,0,0
117637,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,2,1,44900.0,0,0,0,0,0,1,0,1,0,0
98106,0,1,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,2,0,52900.0,0,0,0,0,0,1,0,1,0,0
55843,0,1,2.0,2676.0,43000.0,18.0,0.0,7.99,22.0,1,0,43000.0,0,0,0,1,0,1,0,0,0,0
2896,0,0,0.0,1881.0,21698.0,12.0,1.0,3.99,42.0,1,0,21698.0,6,0,1,0,0,1,0,1,0,1
68383,0,0,0.0,2289.0,24200.0,12.0,0.0,13.49,54.0,0,0,41840.274522569445,0,0,0,0,1,1,0,0,0,0
87087,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,41,18,63300.0,0,0,0,0,0,1,0,1,0,0
19491,0,0,1.0,1914.0,42916.0,30.0,1.0,13.5,38.0,8,0,42916.0,0,0,0,0,0,1,0,0,0,0
85274,0,2,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,28900.0,3,0,0,0,0,1,0,1,0,0
61877,0,0,0.0,2235.0,34385.0,16.0,1.0,2.99,33.0,3,0,34385.0,0,0,0,0,0,1,0,1,0,0
99442,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,5,3,45900.0,1,0,0,0,0,1,0,1,0,0
106185,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,26600.0,0,0,0,0,0,1,0,1,0,0
25450,0,1,2.0,2454.0,45900.0,24.0,0.0,14.15,31.0,6,0,45900.0,0,0,0,0,0,1,0,1,0,0
116797,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,6,0,50200.0,0,0,0,0,0,1,0,1,0,0
55638,1,0,1.0,2115.0,40400.0,24.0,0.0,12.8,26.0,2,0,40400.0,2,0,0,1,0,1,0,1,0,0
19135,0,0,0.0,2551.0,49000.0,24.0,1.0,12.45,23.0,0,0,41840.274522569445,0,0,0,1,0,1,0,0,0,0
108172,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,40000.0,0,0,0,0,0,1,0,1,0,0
45429,0,0,0.0,2840.0,32767.0,12.0,0.0,3.99,39.0,1,0,32767.0,0,0,0,0,0,1,0,1,0,0
2250,0,1,1.0,2148.0,37900.0,24.0,0.0,18.0,32.0,0,0,41840.274522569445,0,0,0,0,0,1,0,1,0,0
31845,0,2,2.0,1774.0,29500.0,21.0,1.0,15.0,32.0,1,0,29500.0,0,0,1,0,0,1,0,0,0,0
22068,0,0,0.0,2719.0,45000.0,21.0,1.0,15.35,45.0,16,0,45000.0,0,0,0,1,0,1,0,0,0,0
95532,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,3,1,44400.0,0,0,0,0,0,1,0,1,0,0
52113,0,1,1.0,3514.0,53600.0,18.0,0.0,12.0,61.0,8,0,53600.0,3,0,0,1,0,1,1,0,0,0
28273,0,1,1.0,2576.0,41400.0,18.0,1.0,7.99,38.0,1,0,41400.0,6,0,0,0,0,1,0,1,0,0
96739,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,22900.0,0,0,0,0,0,1,0,1,0,0
43062,0,0,0.0,2222.0,35900.0,18.0,3.0,7.6,33.0,5,3,35900.0,0,0,0,1,0,1,0,1,0,0
115130,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,33000.0,0,0,0,0,0,1,0,1,0,0
35017,0,1,1.0,1875.0,40900.0,24.0,4.0,4.99,29.0,2,0,40900.0,0,0,0,0,0,1,0,1,0,0
99331,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,0,0,41840.274522569445,0,0,0,0,0,1,0,1,0,0
26435,0,0,0.0,2378.0,42329.0,24.0,0.0,17.4,32.0,1,0,42329.0,0,0,0,1,0,0,0,1,0,0
110083,0,1,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,0,0,41840.274522569445,0,0,0,0,0,1,0,1,0,0
98720,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,42000.0,0,0,0,0,0,1,0,1,0,0
47302,0,0,1.0,2989.0,58800.0,24.0,1.0,10.99,27.0,1,0,58800.0,0,0,0,0,0,1,0,1,0,0
67929,0,0,0.0,2000.0,20000.0,10.0,0.0,0.0,49.0,1,0,20000.0,0,0,1,0,0,1,0,1,0,0
3896,0,1,1.0,2639.0,27400.0,12.0,0.0,15.55,39.0,1,0,27400.0,0,0,1,0,0,1,0,1,0,0
88826,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,40900.0,1,0,0,0,0,1,0,1,0,0
19624,0,0,0.0,2493.0,44700.0,24.0,1.0,16.9,24.0,1,0,44700.0,0,0,0,1,0,1,0,1,0,0
56148,0,0,0.0,1827.0,33800.0,24.0,0.0,14.85,28.0,1,0,33800.0,0,0,1,0,0,1,0,1,0,0
99329,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,2,0,30000.0,0,0,0,0,0,1,0,1,0,0
20674,1,0,4.0,1661.0,30200.0,24.0,1.0,16.0,39.0,4,0,30200.0,1,0,1,0,0,1,0,1,0,0
101021,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,3,0,35900.0,0,0,0,0,0,1,0,1,0,0
10181,0,0,1.0,2391.0,45900.0,24.0,0.0,12.5,31.0,4,0,45900.0,6,0,0,1,0,0,0,1,0,0
45758,0,2,2.0,2241.0,33000.0,18.0,1.0,14.8,44.0,4,0,33000.0,0,0,1,0,0,1,0,1,0,0
64251,0,2,2.0,1447.0,21500.0,18.0,0.0,14.09,20.0,0,0,41840.274522569445,0,0,0,0,1,1,0,0,0,0
12341,0,1,1.0,2056.0,38900.0,24.0,0.0,13.4,21.0,3,0,38900.0,5,0,0,0,0,1,0,1,0,0
8339,0,0,0.0,2588.0,50900.0,24.0,2.0,11.0,29.0,8,6,50900.0,4,0,0,0,0,1,0,0,0,0
4275,0,2,2.0,1568.0,28000.0,24.0,0.0,17.2,32.0,1,0,28000.0,0,0,1,0,0,1,0,1,0,0
56744,0,0,1.0,1523.0,22625.0,18.0,0.0,14.09,35.0,0,0,41840.274522569445,0,0,0,0,1,1,0,1,0,0
71188,0,0,0.0,2112.0,39600.0,24.0,0.0,14.0,37.0,6,2,39600.0,0,0,0,0,0,1,0,1,0,0
118895,1,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,33900.0,0,0,0,0,0,1,0,1,0,0
54387,0,1,1.0,2570.0,50550.0,24.0,4.0,11.0,37.0,2,0,50550.0,1,0,0,0,0,1,0,1,0,0
2178,0,0,0.0,2449.0,49900.0,24.0,1.0,8.88,31.0,10,9,49900.0,0,0,0,1,0,0,0,1,0,1
23177,0,0,0.0,2345.0,44800.0,24.0,0.0,12.8,29.0,14,2,44800.0,6,0,0,1,0,0,0,1,0,0
43270,0,1,1.0,1489.0,22125.0,18.0,0.0,14.09,46.0,0,0,41840.274522569445,0,0,0,0,1,1,0,1,0,1
71352,0,1,1.0,1982.0,32500.0,19.0,1.0,10.0,52.0,2,0,32500.0,0,0,1,0,0,1,0,1,0,0
90258,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,24050.0,0,0,0,0,0,1,0,1,0,0
103076,0,1,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,2,0,34900.0,0,0,0,0,0,1,0,1,0,0
36697,0,2,2.0,1589.0,30500.0,24.0,0.0,12.5,45.0,2,1,30500.0,0,0,1,0,0,1,0,0,0,0
78112,0,1,1.0,2428.0,34813.0,18.0,0.0,17.0,27.0,5,1,34813.0,0,0,1,0,0,1,0,1,0,0
2807,0,0,0.0,2103.0,43500.0,24.0,1.0,7.99,34.0,14,4,43500.0,1,0,0,0,0,1,0,0,0,1
31422,0,0,0.0,1535.0,29000.0,24.0,1.0,13.5,39.0,7,0,29000.0,0,0,1,0,0,1,0,1,0,0
26925,0,0,0.0,1705.0,33000.0,24.0,1.0,12.0,47.0,5,3,37384.0,0,0,1,0,0,1,0,1,0,0
38898,0,1,1.0,2000.0,29520.0,18.0,1.0,14.6,55.0,1,0,29520.0,0,0,1,0,0,1,0,1,0,0
105271,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,5,3,30105.0,6,0,0,0,0,1,0,1,0,0
97086,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,2,0,30000.0,0,0,0,0,0,1,0,1,0,0
40533,0,1,1.0,2038.0,30000.0,18.0,1.0,14.85,40.0,20,7,30000.0,5,0,1,0,0,1,0,1,0,0
57314,0,2,2.0,2925.0,43450.0,18.0,0.0,14.09,46.0,0,0,41840.274522569445,0,0,0,0,1,1,0,1,0,1
60318,0,1,1.0,2897.0,31452.0,12.0,0.0,10.5,30.0,2,1,31452.0,0,0,1,0,0,0,0,1,0,0
96741,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,23900.0,0,0,0,0,0,1,0,1,0,0
89187,0,1,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,2,0,47900.0,0,0,0,0,0,1,0,1,0,0
15063,0,0,2.0,1986.0,38000.0,24.0,0.0,12.7,22.0,1,0,38000.0,0,0,0,1,0,0,0,0,0,0
105156,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,3,2,42471.0,0,0,0,0,0,1,0,1,0,0
92880,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,3,0,44900.0,6,0,0,0,0,1,0,1,0,0
94083,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,4,0,33000.0,0,0,0,0,0,1,0,1,0,0
106356,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,24000.0,0,0,0,0,0,1,0,1,0,0
105144,0,1,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,8,0,34493.0,0,0,0,0,0,1,0,1,0,0
89109,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,19,0,24000.0,13,0,0,0,0,1,0,1,0,0
28025,0,0,0.0,2486.0,48900.0,24.0,1.0,10.99,43.0,2,1,48900.0,0,0,0,0,0,1,0,1,0,0
27116,0,0,0.0,2227.0,33500.0,18.0,0.0,13.1,37.0,1,0,33500.0,0,0,0,0,0,1,0,1,0,0
41928,0,0,0.0,1829.0,33000.0,24.0,1.0,16.5,53.0,14,0,33000.0,3,0,1,0,0,1,0,1,0,0
23511,0,2,2.0,2280.0,48480.0,27.0,3.0,11.99,42.0,2,0,48480.0,0,0,0,0,0,1,0,1,0,0
9604,0,0,0.0,1886.0,49900.0,36.0,0.0,12.0,21.0,1,0,49900.0,0,0,0,1,0,1,0,1,0,0
11647,0,0,0.0,1830.0,36000.0,24.0,2.0,11.0,53.0,5,3,36000.0,2,0,0,1,0,1,0,1,0,0
27712,0,0,0.0,1063.0,17000.0,20.0,1.0,15.0,26.0,2,1,17000.0,0,0,1,0,0,1,0,0,0,0
54127,0,0,0.0,2835.0,50400.0,24.0,0.0,17.5,40.0,5,0,50400.0,5,0,0,0,0,1,0,1,0,0
15569,0,0,0.0,1833.0,45500.0,36.0,1.0,15.0,29.0,3,1,45500.0,3,0,0,1,0,1,0,1,0,0
98560,0,1,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,3,1,39000.0,0,0,0,0,0,1,0,1,0,0
66760,0,0,0.0,3070.0,50000.0,18.0,1.0,6.99,26.0,1,0,50000.0,0,0,0,1,0,1,0,1,0,0
34872,0,0,0.0,3121.0,52991.0,18.0,2.0,3.99,32.0,4,3,52991.0,0,0,0,1,0,0,0,0,0,0
76904,0,0,0.0,3500.0,35000.0,10.0,0.0,0.0,40.0,2,0,35000.0,0,0,0,1,0,0,0,0,0,1
39623,1,0,1.0,2472.0,46700.0,24.0,0.0,13.5,35.0,11,8,46700.0,0,0,0,0,0,1,0,1,0,0
30115,0,1,1.0,1906.0,28000.0,18.0,1.0,15.0,24.0,1,0,28000.0,0,0,1,0,0,1,0,1,0,0
107459,0,1,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,0,0,41840.274522569445,0,0,0,0,0,1,0,1,0,0
118471,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,8,2,51640.0,0,0,0,0,0,1,0,1,0,0
118669,0,2,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,43400.0,2,0,0,0,0,1,0,1,0,0
17824,0,1,1.0,1525.0,30500.0,24.0,1.0,10.0,26.0,1,0,30500.0,0,0,1,0,0,0,0,0,0,0
90950,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,43900.0,0,0,0,0,0,1,0,1,0,0
23824,0,0,0.0,2500.0,30000.0,12.0,0.0,0.0,30.0,3,2,30000.0,3,0,0,1,0,0,0,1,0,0
9551,0,0,1.0,2495.0,47900.0,24.0,0.0,12.5,23.0,3,2,47900.0,6,0,0,1,0,1,0,0,0,1
57522,0,1,1.0,2763.0,51000.0,25.0,1.0,17.0,28.0,2,0,51000.0,0,0,0,1,0,1,0,0,0,0
21848,0,1,1.0,1392.0,24500.0,21.0,1.0,11.0,51.0,20,3,43900.0,11,0,1,0,0,1,0,0,0,0
12700,0,0,1.0,1436.0,26300.0,24.0,0.0,15.5,33.0,2,0,26300.0,6,0,1,0,0,1,0,1,0,0
26630,0,1,1.0,2506.0,49000.0,24.0,0.0,11.35,28.0,3,0,49000.0,0,0,0,1,0,0,0,0,0,0
111772,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,7,2,35696.0,1,0,0,0,0,1,0,1,0,0
96265,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,3,0,47900.0,0,0,0,0,0,1,0,1,0,0
27767,0,0,0.0,2196.0,47900.0,24.0,4.0,4.99,31.0,1,0,47900.0,0,0,0,0,0,0,0,0,0,0
11864,0,1,1.0,2448.0,45900.0,24.0,0.0,14.0,24.0,1,0,45900.0,0,0,0,0,0,1,0,1,0,0
42620,0,0,0.0,2584.0,46000.0,24.0,0.0,17.4,19.0,1,0,46000.0,0,0,0,0,0,1,0,1,0,0
82246,0,5,5.0,2538.0,26900.0,12.0,0.0,13.2,26.0,0,0,41840.274522569445,0,0,1,0,0,1,0,1,0,0
69235,0,0,0.0,2205.0,23000.0,12.0,0.0,15.0,48.0,1,0,23000.0,0,0,1,0,0,1,0,1,0,0
107686,1,1,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,3,0,30175.0,1,0,0,0,0,1,0,1,0,0
88881,0,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,9,5,54000.0,0,0,0,0,0,1,0,1,0,0
4665,0,0,1.0,1542.0,29600.0,24.0,0.0,12.5,51.0,1,0,29600.0,0,0,1,0,0,0,0,0,0,0
45370,0,0,0.0,1481.0,21500.0,18.0,0.0,15.99,50.0,0,0,41840.274522569445,0,0,0,0,1,1,0,1,0,0
24785,0,0,0.0,1767.0,31500.0,24.0,1.0,17.3,51.0,1,0,31500.0,0,0,1,0,0,1,0,0,0,0
83018,0,1,1.0,2540.0,26760.0,12.0,0.0,13.9,24.0,1,0,26760.0,0,0,1,0,0,1,0,1,0,0
89205,1,0,0.9532558767900567,2313.2437179140775,39765.52175087814,21.42610105376925,0.6382058902999189,11.821534720345761,35.79951364496082,1,0,26445.0,0,0,0,0,0,1,0,1,0,0
